w2,w1,count_w1_w2,count_w1,count_w2,pmi,sppmi,k11,k12,k21,k22,row1,row2,col1,col2,LLR_Score
aoire,bealach,2,166,16,5.69828626993407,4.69828626993407,2,164,14,68773,166,68787,16,68937,12.15094511350705
leathan,cladach,2,26,100,5.729029793365179,4.729029793365179,2,24,98,68829,26,68927,100,68853,12.150687562639867
abhalloirt,baile,4,8348,5,2.7241827212337975,1.7241827212337975,4,8344,1,60604,8348,60605,5,68948,12.146867044616616
sheinicín,baile,4,8348,5,2.7241827212337975,1.7241827212337975,4,8344,1,60604,8348,60605,5,68948,12.146867044616616
bhurraigh,baile,4,8348,5,2.7241827212337975,1.7241827212337975,4,8344,1,60604,8348,60605,5,68948,12.146867044616616
ngael,baile,4,8348,5,2.7241827212337975,1.7241827212337975,4,8344,1,60604,8348,60605,5,68948,12.146867044616616
briotáis,baile,4,8348,5,2.7241827212337975,1.7241827212337975,4,8344,1,60604,8348,60605,5,68948,12.146867044616616
bhrianaigh,baile,4,8348,5,2.7241827212337975,1.7241827212337975,4,8344,1,60604,8348,60605,5,68948,12.146867044616616
chuag,baile,4,8348,5,2.7241827212337975,1.7241827212337975,4,8344,1,60604,8348,60605,5,68948,12.146867044616616
gcuilinn,baile,4,8348,5,2.7241827212337975,1.7241827212337975,4,8344,1,60604,8348,60605,5,68948,12.146867044616616
fada,choillidh,2,11,249,5.653892150575617,4.653892150575617,2,9,247,68695,11,68942,249,68704,12.144495091048537
choill,portach,2,32,81,5.7334756983963695,4.7334756983963695,2,30,79,68842,32,68921,81,68872,12.142793891897679
thoir,luain,3,11,1115,4.076028588557187,3.076028588557187,3,8,1112,67830,11,68942,1115,67838,12.124575844175045
aonaigh,sliabh,3,309,36,4.216900172655464,3.216900172655464,3,306,33,68611,309,68644,36,68917,12.117564543935927
naomh,tamhnaigh,2,97,27,5.718525356930399,4.718525356930399,2,95,25,68831,97,68856,27,68926,12.11748184464627
gcaorach,cnoicín,2,25,105,5.715223993840147,4.715223993840147,2,23,103,68825,25,68928,105,68848,12.117471331219665
scríne,gort,3,923,13,4.107661646215284,3.107661646215284,3,920,10,68020,923,68030,13,68940,12.114306124662077
marbh,abhainn,3,519,22,4.179265855006973,3.179265855006973,3,516,19,68415,519,68434,22,68931,12.112878984403915
glas,lána,2,9,314,5.6087799509470555,4.6087799509470555,2,7,312,68632,9,68944,314,68639,12.108642342596475
mín,mullach,3,258,43,4.220796191876799,3.220796191876799,3,255,40,68655,258,68695,43,68910,12.099535351177433
bhfeadóg,log,2,133,20,5.696115170892443,4.696115170892443,2,131,18,68802,133,68820,20,68933,12.098645592384088
fuil,log,2,133,20,5.696115170892443,4.696115170892443,2,131,18,68802,133,68820,20,68933,12.098645592384088
samhradh,log,2,133,20,5.696115170892443,4.696115170892443,2,131,18,68802,133,68820,20,68933,12.098645592384088
chomair,maigh,3,363,31,4.200266153619525,3.200266153619525,3,360,28,68562,363,68590,31,68922,12.086527866608339
mhaoile,cill,4,2693,11,3.2188955681420257,2.2188955681420257,4,2689,7,66253,2693,66260,11,68942,12.084226293562114
mhanach,cill,4,2693,11,3.2188955681420257,2.2188955681420257,4,2689,7,66253,2693,66260,11,68942,12.084226293562114
fhearghasa,cill,4,2693,11,3.2188955681420257,2.2188955681420257,4,2689,7,66253,2693,66260,11,68942,12.084226293562114
liagáin,cnoc,5,2293,21,2.8399157338088035,1.8399157338088035,5,2288,16,66644,2293,66660,21,68932,12.073513292151667
garbháin,tí,2,134,20,5.68530841593586,4.68530841593586,2,132,18,68801,134,68819,20,68933,12.06897937259804
íochtarach,bhealaigh,3,13,931,4.095211126302265,3.0952111263022646,3,10,928,68012,13,68940,931,68022,12.06479411370244
bile,maigh,2,363,8,5.569499963285244,4.569499963285244,2,361,6,68584,363,68590,8,68945,12.063724502070482
chríodáin,maigh,2,363,8,5.569499963285244,4.569499963285244,2,361,6,68584,363,68590,8,68945,12.063724502070482
alúine,maigh,2,363,8,5.569499963285244,4.569499963285244,2,361,6,68584,363,68590,8,68945,12.063724502070482
oirthir,maigh,2,363,8,5.569499963285244,4.569499963285244,2,361,6,68584,363,68590,8,68945,12.063724502070482
airne,buaile,2,170,16,5.663934765143293,4.663934765143293,2,168,14,68769,170,68783,16,68937,12.05675943162756
buí,haille,2,8,364,5.565531061082298,4.565531061082298,2,6,362,68583,8,68945,364,68589,12.052864945850345
buí,tulacha,2,8,364,5.565531061082298,4.565531061082298,2,6,362,68583,8,68945,364,68589,12.052864945850345
thuaidh,mhuire,4,30,876,3.3916480460713028,2.3916480460713028,4,26,872,68051,30,68923,876,68077,12.046072184747171
bhéal,carraig,5,819,55,2.936174441002689,1.9361744410026889,5,814,50,68084,819,68134,55,68898,12.039274833958329
thoir,muc,4,24,1115,3.3655352057521712,2.3655352057521712,4,20,1111,67818,24,68929,1115,67838,12.033641226977862
loig,ceapach,2,112,24,5.681008278502235,4.681008278502235,2,110,22,68819,112,68841,24,68929,12.028731721151079
chú,tigh,2,285,10,5.596579497341529,4.596579497341529,2,283,8,68660,285,68668,10,68943,12.026535184827017
súil,tobar,2,514,6,5.482738651365961,4.482738651365961,2,512,4,68435,514,68439,6,68947,12.025020584780682
chaisleán,diméin,2,123,22,5.6713795773044575,4.6713795773044575,2,121,20,68810,123,68830,22,68931,12.014902526348198
caoch,cuan,2,123,22,5.6713795773044575,4.6713795773044575,2,121,20,68810,123,68830,22,68931,12.014902526348198
caoin,coillidh,3,79,141,4.214956101426254,3.214956101426254,3,76,138,68736,79,68874,141,68812,12.01375402988875
dúna,cuas,2,152,18,5.655473186395096,4.655473186395096,2,150,16,68785,152,68801,18,68935,12.007316580041227
bán,poitéal,2,9,323,5.568010345144757,4.568010345144757,2,7,321,68623,9,68944,323,68630,11.997084452564621
léime,inse,2,185,15,5.635053645156164,4.635053645156164,2,183,13,68755,185,68768,15,68938,11.993809984961445
lao,ros,4,371,69,3.4295258678820226,2.4295258678820226,4,367,65,68517,371,68582,69,68884,11.991016426223712
shrath,abhainn,2,519,6,5.468772472201958,4.468772472201958,2,517,4,68430,519,68434,6,68947,11.986807448272575
daraí,abhainn,2,519,6,5.468772472201958,4.468772472201958,2,517,4,68430,519,68434,6,68947,11.986807448272575
seanbhó,cluain,3,1448,9,3.9885173134766334,2.9885173134766334,3,1445,6,67499,1448,67505,9,68944,11.982455523718814
slí,cluain,3,1448,9,3.9885173134766334,2.9885173134766334,3,1445,6,67499,1448,67505,9,68944,11.982455523718814
páirce,halla,2,69,39,5.679399025640578,4.679399025640578,2,67,37,68847,69,68884,39,68914,11.981443194150593
dromann,machaire,2,137,20,5.653365523433106,4.653365523433106,2,135,18,68798,137,68816,20,68933,11.981324271662338
thuaidh,mánmhaí,2,4,876,5.298538641679822,4.298538641679822,2,2,874,68075,4,68949,876,68077,11.973618942430289
challainn,doire,2,876,4,5.298538641679822,4.298538641679822,2,874,2,68075,876,68077,4,68949,11.973618942430289
thuaidh,giobúin,2,4,876,5.298538641679822,4.298538641679822,2,2,874,68075,4,68949,876,68077,11.973618942430289
gaid,doire,2,876,4,5.298538641679822,4.298538641679822,2,874,2,68075,876,68077,4,68949,11.973618942430289
saille,doire,2,876,4,5.298538641679822,4.298538641679822,2,874,2,68075,876,68077,4,68949,11.973618942430289
chneamha,doire,2,876,4,5.298538641679822,4.298538641679822,2,874,2,68075,876,68077,4,68949,11.973618942430289
chunlaigh,doire,2,876,4,5.298538641679822,4.298538641679822,2,874,2,68075,876,68077,4,68949,11.973618942430289
ianna,doire,2,876,4,5.298538641679822,4.298538641679822,2,874,2,68075,876,68077,4,68949,11.973618942430289
thuaidh,charnáin,2,4,876,5.298538641679822,4.298538641679822,2,2,874,68075,4,68949,876,68077,11.973618942430289
shuibhne,doire,2,876,4,5.298538641679822,4.298538641679822,2,874,2,68075,876,68077,4,68949,11.973618942430289
churraoin,sruthán,2,186,15,5.627276294564445,4.627276294564445,2,184,13,68754,186,68767,15,68938,11.972507624103756
rátha,ard,6,527,128,2.616629050364936,1.6166290503649359,6,521,122,68304,527,68426,128,68825,11.970749254606039
gall,muine,2,145,19,5.645489097822474,4.645489097822474,2,143,17,68791,145,68808,19,68934,11.969199498553502
cairn,droim,3,1146,11,4.036465254607949,3.0364652546079487,3,1143,8,67799,1146,67807,11,68942,11.967131469778973
thiar,gharráin,3,11,1146,4.036465254607949,3.0364652546079487,3,8,1143,67799,11,68942,1146,67807,11.967131469778973
thiar,luain,3,11,1146,4.036465254607949,3.0364652546079487,3,8,1143,67799,11,68942,1146,67807,11.967131469778973
longaigh,baile,7,8348,14,2.0461108161211596,1.0461108161211596,7,8341,7,60598,8348,60605,14,68939,11.9620278383679
bharúnaigh,baile,7,8348,14,2.0461108161211596,1.0461108161211596,7,8341,7,60598,8348,60605,14,68939,11.9620278383679
uachtarach,bhealaigh,3,13,948,4.0691052349628,3.0691052349628,3,10,945,67995,13,68940,948,68005,11.961048415185092
theas,mhuire,4,30,888,3.37201923932237,2.37201923932237,4,26,884,68039,30,68923,888,68065,11.94614804768759
fionnáin,átha,2,437,7,5.494481309722792,4.494481309722792,2,435,5,68511,437,68516,7,68946,11.941614280259783
chormaic,gráig,2,68,40,5.663934765143293,4.663934765143293,2,66,38,68847,68,68885,40,68913,11.937624358187172
thoirc,doire,3,876,14,4.076146220343373,3.0761462203433734,3,873,11,68066,876,68077,14,68939,11.937156121711435
chuais,doire,3,876,14,4.076146220343373,3.0761462203433734,3,873,11,68066,876,68077,14,68939,11.937156121711435
ghabhla,doire,3,876,14,4.076146220343373,3.0761462203433734,3,873,11,68066,876,68077,14,68939,11.937156121711435
thuaidh,sceachánach,3,14,876,4.076146220343373,3.0761462203433734,3,11,873,68066,14,68939,876,68077,11.937156121711435
neanta,doire,3,876,14,4.076146220343373,3.0761462203433734,3,873,11,68066,876,68077,14,68939,11.937156121711435
méine,cúl,2,886,4,5.282162812725977,4.282162812725977,2,884,2,68065,886,68067,4,68949,11.928751510017126
bheannchair,cúl,2,886,4,5.282162812725977,4.282162812725977,2,884,2,68065,886,68067,4,68949,11.928751510017126
chaorthainn,gort,4,923,29,3.3651578685076484,2.3651578685076484,4,919,25,68005,923,68030,29,68924,11.927563388387874
mullán,ard,2,527,6,5.446704048922625,4.446704048922625,2,525,4,68422,527,68426,6,68947,11.926438780983561
gcliabh,ard,2,527,6,5.446704048922625,4.446704048922625,2,525,4,68422,527,68426,6,68947,11.926438780983561
chléibh,ard,2,527,6,5.446704048922625,4.446704048922625,2,525,4,68422,527,68426,6,68947,11.926438780983561
theas,mánmhaí,2,4,888,5.2789098349308885,4.2789098349308885,2,2,886,68063,4,68949,888,68065,11.919839691700226
theas,giobúin,2,4,888,5.2789098349308885,4.2789098349308885,2,2,886,68063,4,68949,888,68065,11.919839691700226
theas,charnáin,2,4,888,5.2789098349308885,4.2789098349308885,2,2,886,68063,4,68949,888,68065,11.919839691700226
saileach,cluain,8,1448,86,2.1472150594956916,1.1472150594956916,8,1440,78,67427,1448,67505,86,68867,11.919768844552728
chuilinn,seanadh,2,26,106,5.644965528576703,4.644965528576703,2,24,104,68823,26,68927,106,68847,11.919501746257005
lúcáis,cloch,2,220,13,5.591526269615243,4.591526269615243,2,218,11,68722,220,68733,13,68940,11.915664365871603
íochtair,daingean,2,37,74,5.654418970023095,4.654418970023095,2,35,72,68844,37,68916,74,68879,11.915130546621079
riabhach,toileán,6,220,307,2.614833643107312,1.6148336431073118,6,214,301,68432,220,68733,307,68646,11.907749407374654
beag,chraobhach,4,18,1558,3.297921181777013,2.297921181777013,4,14,1554,67381,18,68935,1558,67395,11.899161595596352
néill,both,2,67,41,5.649684506205139,4.649684506205139,2,65,39,68847,67,68886,41,68912,11.89727127691795
tsalainn,log,2,133,21,5.625725843001045,4.625725843001045,2,131,19,68801,133,68820,21,68932,11.89709651001466
liath,chraig,2,10,295,5.546826462144429,4.546826462144429,2,8,293,68650,10,68943,295,68658,11.890442872656678
chlochair,ceathrú,3,452,26,4.137669521445871,3.137669521445871,3,449,23,68478,452,68501,26,68927,11.888782423339489
machan,cnocán,2,332,9,5.528361268491758,4.528361268491758,2,330,7,68614,332,68621,9,68944,11.88865293415503
corrach,cnocán,2,332,9,5.528361268491758,4.528361268491758,2,330,7,68614,332,68621,9,68944,11.88865293415503
mbó,leac,2,99,28,5.6366141591437815,4.6366141591437815,2,97,26,68828,99,68854,28,68925,11.888237908019454
coillín,dún,2,667,5,5.369854655209047,4.369854655209047,2,665,3,68283,667,68286,5,68948,11.887539018310507
namhad,dún,2,667,5,5.369854655209047,4.369854655209047,2,665,3,68283,667,68286,5,68948,11.887539018310507
cleithe,coill,2,896,4,5.26597077922339,4.26597077922339,2,894,2,68055,896,68057,4,68949,11.884394906115764
arc,coill,2,896,4,5.26597077922339,4.26597077922339,2,894,2,68055,896,68057,4,68949,11.884394906115764
gcnoc,coill,2,896,4,5.26597077922339,4.26597077922339,2,894,2,68055,896,68057,4,68949,11.884394906115764
bhrain,carraig,3,819,15,4.073677964752624,3.0736779647526236,3,816,12,68122,819,68134,15,68938,11.88312808337642
dhúin,carraig,3,819,15,4.073677964752624,3.0736779647526236,3,816,12,68122,819,68134,15,68938,11.88312808337642
iarainn,moing,2,52,53,5.644965528576703,4.644965528576703,2,50,51,68850,52,68901,53,68900,11.879497579881068
thír,droichead,2,444,7,5.471554912873285,4.471554912873285,2,442,5,68504,444,68509,7,68946,11.87892581217579
eidhneach,drom,3,342,34,4.152972845865913,3.1529728458659134,3,339,31,68580,342,68611,34,68919,11.876495516760677
bhfuinseog,áth,2,381,8,5.499678513787672,4.499678513787672,2,379,6,68566,381,68572,8,68945,11.872765566109901
gclog,áth,2,381,8,5.499678513787672,4.499678513787672,2,379,6,68566,381,68572,8,68945,11.872765566109901
baile,hinse,2,7,445,5.468309253369631,4.468309253369631,2,5,443,68503,7,68946,445,68508,11.870052599957859
eidhneach,oileán,4,786,34,3.367477357772049,2.367477357772049,4,782,30,68137,786,68167,34,68919,11.868170951303604
theas,sceachánach,3,14,888,4.056517413594441,3.056517413594441,3,11,885,68054,14,68939,888,68065,11.859261673209621
catha,leitir,2,117,24,5.617998480976434,4.617998480976434,2,115,22,68814,117,68836,24,68929,11.855683594615584
cloiche,muileann,3,93,123,4.176614885554879,3.176614885554879,3,90,120,68740,93,68860,123,68830,11.855275737047393
tsléibhe,táite,2,31,90,5.627276294564445,4.627276294564445,2,29,88,68834,31,68922,90,68863,11.852828879431451
thiar,muc,4,24,1146,3.325971871802934,2.325971871802934,4,20,1142,67787,24,68929,1146,67807,11.832152146238318
aoire,mín,2,180,16,5.58147260495132,4.58147260495132,2,178,14,68759,180,68773,16,68937,11.830880016370577
chormaic,dún,4,667,40,3.369854655209047,2.369854655209047,4,663,36,68250,667,68286,40,68913,11.820159516509943
fhearainn,barr,2,246,12,5.545848695220599,4.545848695220599,2,244,10,68697,246,68707,12,68941,11.817078381220089
bhán,aill,3,46,253,4.151732671250827,3.1517326712508273,3,43,250,68657,46,68907,253,68700,11.814689123722271
ghearráin,poll,3,394,30,4.129345786937256,3.1293457869372556,3,391,27,68532,394,68559,30,68923,11.813922573556795
madaí,ceathrú,2,452,7,5.445791816808203,4.445791816808203,2,450,5,68496,452,68501,7,68946,11.808503255505597
mhuineach,ceathrú,2,452,7,5.445791816808203,4.445791816808203,2,450,5,68496,452,68501,7,68946,11.808503255505597
ngarrán,ceathrú,2,452,7,5.445791816808203,4.445791816808203,2,450,5,68496,452,68501,7,68946,11.808503255505597
rúscaí,coill,3,896,14,4.043578357886942,3.0435783578869424,3,893,11,68046,896,68057,14,68939,11.807945082200039
chluain,abhainn,4,519,51,3.3813096309516184,2.3813096309516184,4,515,47,68387,519,68434,51,68902,11.807892602178622
bhéal,trá,3,211,55,4.155829299770306,3.155829299770306,3,208,52,68690,211,68742,55,68898,11.807358229259274
fheadáin,buaile,2,170,17,5.576471923892953,4.576471923892953,2,168,15,68768,170,68783,17,68936,11.803125648757543
tseiscinn,buaile,2,170,17,5.576471923892953,4.576471923892953,2,168,15,68768,170,68783,17,68936,11.803125648757543
dhonnaíle,cathair,2,341,9,5.489772770814509,4.489772770814509,2,339,7,68605,341,68612,9,68944,11.783180034057349
droichid,ros,4,371,71,3.3883032051555095,2.3883032051555095,4,367,67,68515,371,68582,71,68882,11.777005906904694
fhinn,leaba,2,59,48,5.605720151197998,4.605720151197998,2,57,46,68848,59,68894,48,68905,11.771500725781026
tréin,mac,3,980,13,4.021210544858488,3.021210544858488,3,977,10,67963,980,67973,13,68940,11.770963336426298
ceallaigh,mac,3,980,13,4.021210544858488,3.021210544858488,3,977,10,67963,980,67973,13,68940,11.770963336426298
lochlainn,mac,3,980,13,4.021210544858488,3.021210544858488,3,977,10,67963,980,67973,13,68940,11.770963336426298
sin,reilig,2,45,63,5.604192681451404,4.604192681451404,2,43,61,68847,45,68908,63,68890,11.768614498437216
léith,coillidh,2,79,36,5.599619951661579,4.599619951661579,2,77,34,68840,79,68874,36,68917,11.765677827744575
cuilinn,ghleann,2,92,31,5.595567434837107,4.595567434837107,2,90,29,68832,92,68861,31,68922,11.765617556419139
dónaill,ghleann,2,92,31,5.595567434837107,4.595567434837107,2,90,29,68832,92,68861,31,68922,11.765617556419139
seanáin,teampall,2,305,10,5.498732173943384,4.498732173943384,2,303,8,68640,305,68648,10,68943,11.758981334040843
dhónaill,baile,16,8348,54,1.2912233139576912,0.2912233139576912,16,8332,38,60567,8348,60605,54,68899,11.753852855043771
mór,ghaill,3,6,2525,3.7712580287544752,2.7712580287544752,3,3,2522,66425,6,68947,2525,66428,11.75235603389909
mór,loiste,3,6,2525,3.7712580287544752,2.7712580287544752,3,3,2522,66425,6,68947,2525,66428,11.75235603389909
íochtarach,domhnaigh,2,4,931,5.210688343722201,4.210688343722201,2,2,929,68020,4,68949,931,68022,11.733009031740883
íochtarach,talbóidigh,2,4,931,5.210688343722201,4.210688343722201,2,2,929,68020,4,68949,931,68022,11.733009031740883
íochtarach,bhroin,2,4,931,5.210688343722201,4.210688343722201,2,2,929,68020,4,68949,931,68022,11.733009031740883
íochtarach,mhurúin,2,4,931,5.210688343722201,4.210688343722201,2,2,929,68020,4,68949,931,68022,11.733009031740883
íochtarach,eachach,2,4,931,5.210688343722201,4.210688343722201,2,2,929,68020,4,68949,931,68022,11.733009031740883
íochtarach,haicéid,2,4,931,5.210688343722201,4.210688343722201,2,2,929,68020,4,68949,931,68022,11.733009031740883
íochtarach,giolcaí,2,4,931,5.210688343722201,4.210688343722201,2,2,929,68020,4,68949,931,68022,11.733009031740883
íochtarach,cruabhaile,2,4,931,5.210688343722201,4.210688343722201,2,2,929,68020,4,68949,931,68022,11.733009031740883
íochtarach,ghambúnaigh,2,4,931,5.210688343722201,4.210688343722201,2,2,929,68020,4,68949,931,68022,11.733009031740883
íochtarach,luáin,2,4,931,5.210688343722201,4.210688343722201,2,2,929,68020,4,68949,931,68022,11.733009031740883
rua,mhada,2,5,694,5.3126057538153715,4.3126057538153715,2,3,692,68256,5,68948,694,68259,11.730950485159621
rua,barraí,2,5,694,5.3126057538153715,4.3126057538153715,2,3,692,68256,5,68948,694,68259,11.730950485159621
rua,gorta,2,5,694,5.3126057538153715,4.3126057538153715,2,3,692,68256,5,68948,694,68259,11.730950485159621
rua,fásach,2,5,694,5.3126057538153715,4.3126057538153715,2,3,692,68256,5,68948,694,68259,11.730950485159621
óir,cnoc,6,2293,32,2.4952675624213576,1.4952675624213576,6,2287,26,66634,2293,66660,32,68921,11.72745023740457
leathan,mhóin,3,117,100,4.144067292644022,3.1440672926440216,3,114,97,68739,117,68836,100,68853,11.724309514577508
madadh,gleann,4,755,36,3.343067865626241,2.343067865626241,4,751,32,68166,755,68198,36,68917,11.721870535692375
