w2,w1,count_w1_w2,count_w1,count_w2,pmi,sppmi,k11,k12,k21,k22,row1,row2,col1,col2,LLR_Score
tsutúnaigh,ráth,2,1086,3,5.403554812755477,4.403554812755477,2,1084,1,67866,1086,67867,3,68950,12.81993068107775
luíoch,ráth,2,1086,3,5.403554812755477,4.403554812755477,2,1084,1,67866,1086,67867,3,68950,12.81993068107775
sheathrúin,ráth,2,1086,3,5.403554812755477,4.403554812755477,2,1084,1,67866,1086,67867,3,68950,12.81993068107775
éireann,ard,2,527,5,5.709738454756418,4.709738454756418,2,525,3,68423,527,68426,5,68948,12.819204875388863
rabhaidh,ard,2,527,5,5.709738454756418,4.709738454756418,2,525,3,68423,527,68426,5,68948,12.819204875388863
maine,cluain,3,1448,8,4.158442314918946,3.158442314918946,3,1445,5,67500,1448,67505,8,68945,12.812335457144197
dubh,fhaill,4,31,763,3.543590144059589,2.543590144059589,4,27,759,68163,31,68922,763,68190,12.808345541555568
fhearainn,coill,3,896,12,4.265970779223391,3.265970779223391,3,893,9,68048,896,68057,12,68941,12.807985434202873
eilte,carraig,3,819,13,4.2801288422200505,3.2801288422200505,3,816,10,68124,819,68134,13,68940,12.802264443967616
gceann,gort,4,923,26,3.522699145494128,2.522699145494128,4,919,22,68008,923,68030,26,68927,12.791240721040172
buí,poll,9,394,364,2.1134042430682345,1.1134042430682345,9,385,355,68204,394,68559,364,68589,12.784804505342386
glas,maigh,8,363,314,2.274879214393617,1.274879214393617,8,355,306,68284,363,68590,314,68639,12.777881256428147
goirt,inis,2,355,7,5.794295564831346,4.794295564831346,2,353,5,68593,355,68598,7,68946,12.763036126317456
tuí,inis,2,355,7,5.794295564831346,4.794295564831346,2,353,5,68593,355,68598,7,68946,12.763036126317456
cú,inis,2,355,7,5.794295564831346,4.794295564831346,2,353,5,68593,355,68598,7,68946,12.763036126317456
scine,inis,2,355,7,5.794295564831346,4.794295564831346,2,353,5,68593,355,68598,7,68946,12.763036126317456
chaoimhín,tobar,3,514,20,4.33073555792091,3.33073555792091,3,511,17,68422,514,68439,20,68933,12.755741981888935
thiar,rátha,5,37,1146,3.0234091017825024,2.0234091017825024,5,32,1141,67775,37,68916,1146,67807,12.754738958515718
liaine,teampall,2,305,8,5.820660268830745,4.820660268830745,2,303,6,68642,305,68648,8,68945,12.75204926276479
mbreac,sruthán,3,186,53,4.39120893633092,3.39120893633092,3,183,50,68717,186,68767,53,68900,12.750011672477742
loiscthe,achadh,5,477,86,3.0711435854607476,2.0711435854607476,5,472,81,68395,477,68476,86,68867,12.74975819213913
capall,oileán,5,786,53,3.048947839346551,2.048947839346551,5,781,48,68119,786,68167,53,68900,12.746498037984082
néan,mac,5,980,43,3.032351102463688,2.032351102463688,5,975,38,67935,980,67973,43,68910,12.731881427768316
bheithe,moing,2,52,43,5.946621228437805,4.946621228437805,2,50,41,68860,52,68901,43,68910,12.719407395655317
coileáin,lios,3,1124,10,4.201933786893862,3.2019337868938624,3,1121,7,67822,1124,67829,10,68943,12.719282409299076
bhéacáin,uí,3,2137,6,4.011954508621184,3.0119545086211836,3,2134,3,66813,2137,66816,6,68947,12.719087969325496
fhearaigh,uí,3,2137,6,4.011954508621184,3.0119545086211836,3,2134,3,66813,2137,66816,6,68947,12.719087969325496
ghormaíle,uí,3,2137,6,4.011954508621184,3.0119545086211836,3,2134,3,66813,2137,66816,6,68947,12.719087969325496
aichir,uí,3,2137,6,4.011954508621184,3.0119545086211836,3,2134,3,66813,2137,66816,6,68947,12.719087969325496
aidín,garraí,2,308,8,5.806539160586094,4.806539160586094,2,306,6,68639,308,68645,8,68945,12.713293386531388
ghabhair,carraigín,2,75,30,5.9376164151765956,4.9376164151765956,2,73,28,68850,75,68878,30,68923,12.712055268255387
airgead,cruach,2,59,38,5.942755138475568,4.942755138475568,2,57,36,68858,59,68894,38,68915,12.71205456239431
beatha,sliabh,2,309,8,5.801862673376619,4.801862673376619,2,307,6,68638,309,68644,8,68945,12.700460020480186
uaithne,abhainn,3,519,20,4.3167693787569075,3.3167693787569075,3,516,17,68417,519,68434,20,68933,12.699973295531901
eanaigh,rinn,4,236,98,3.575972807803945,2.575972807803945,4,232,94,68623,236,68717,98,68855,12.696970923857798
álainn,cionn,2,109,21,5.912823953725308,4.912823953725308,2,107,19,68825,109,68844,21,68932,12.686546706734365
headarnaí,lios,2,1124,3,5.353936880338913,4.353936880338913,2,1122,1,67828,1124,67829,3,68950,12.68335604756735
chraosaigh,lios,2,1124,3,5.353936880338913,4.353936880338913,2,1122,1,67828,1124,67829,3,68950,12.68335604756735
buí,bábhún,3,28,364,4.343138639745851,3.3431386397458507,3,25,361,68564,28,68925,364,68589,12.68335384051317
fhlaithimh,maigh,2,363,7,5.76214504122764,4.76214504122764,2,361,5,68585,363,68590,7,68946,12.674813024277423
guairne,maigh,2,363,7,5.76214504122764,4.76214504122764,2,361,5,68585,363,68590,7,68946,12.674813024277423
bacach,baile,3,8348,3,3.046110816121159,2.046110816121159,3,8345,0,60605,8348,60605,3,68950,12.669366449330903
eathain,baile,3,8348,3,3.046110816121159,2.046110816121159,3,8345,0,60605,8348,60605,3,68950,12.669366449330903
lifín,baile,3,8348,3,3.046110816121159,2.046110816121159,3,8345,0,60605,8348,60605,3,68950,12.669366449330903
lúigh,baile,3,8348,3,3.046110816121159,2.046110816121159,3,8345,0,60605,8348,60605,3,68950,12.669366449330903
bhuirléigh,baile,3,8348,3,3.046110816121159,2.046110816121159,3,8345,0,60605,8348,60605,3,68950,12.669366449330903
suingean,baile,3,8348,3,3.046110816121159,2.046110816121159,3,8345,0,60605,8348,60605,3,68950,12.669366449330903
thuircín,baile,3,8348,3,3.046110816121159,2.046110816121159,3,8345,0,60605,8348,60605,3,68950,12.669366449330903
chaonóraigh,baile,3,8348,3,3.046110816121159,2.046110816121159,3,8345,0,60605,8348,60605,3,68950,12.669366449330903
staice,baile,3,8348,3,3.046110816121159,2.046110816121159,3,8345,0,60605,8348,60605,3,68950,12.669366449330903
ghiblín,baile,3,8348,3,3.046110816121159,2.046110816121159,3,8345,0,60605,8348,60605,3,68950,12.669366449330903
eireoil,baile,3,8348,3,3.046110816121159,2.046110816121159,3,8345,0,60605,8348,60605,3,68950,12.669366449330903
forda,baile,3,8348,3,3.046110816121159,2.046110816121159,3,8345,0,60605,8348,60605,3,68950,12.669366449330903
stanfard,baile,3,8348,3,3.046110816121159,2.046110816121159,3,8345,0,60605,8348,60605,3,68950,12.669366449330903
caisleáin,baile,3,8348,3,3.046110816121159,2.046110816121159,3,8345,0,60605,8348,60605,3,68950,12.669366449330903
gcríostúnach,baile,3,8348,3,3.046110816121159,2.046110816121159,3,8345,0,60605,8348,60605,3,68950,12.669366449330903
gcathaigh,baile,3,8348,3,3.046110816121159,2.046110816121159,3,8345,0,60605,8348,60605,3,68950,12.669366449330903
íosaigh,baile,3,8348,3,3.046110816121159,2.046110816121159,3,8345,0,60605,8348,60605,3,68950,12.669366449330903
chnocair,baile,3,8348,3,3.046110816121159,2.046110816121159,3,8345,0,60605,8348,60605,3,68950,12.669366449330903
lia,baile,3,8348,3,3.046110816121159,2.046110816121159,3,8345,0,60605,8348,60605,3,68950,12.669366449330903
mhae,baile,3,8348,3,3.046110816121159,2.046110816121159,3,8345,0,60605,8348,60605,3,68950,12.669366449330903
húc,baile,3,8348,3,3.046110816121159,2.046110816121159,3,8345,0,60605,8348,60605,3,68950,12.669366449330903
bhriodúnach,baile,3,8348,3,3.046110816121159,2.046110816121159,3,8345,0,60605,8348,60605,3,68950,12.669366449330903
iúiliáin,baile,3,8348,3,3.046110816121159,2.046110816121159,3,8345,0,60605,8348,60605,3,68950,12.669366449330903
hoirbeaird,baile,3,8348,3,3.046110816121159,2.046110816121159,3,8345,0,60605,8348,60605,3,68950,12.669366449330903
ghealbhaird,baile,3,8348,3,3.046110816121159,2.046110816121159,3,8345,0,60605,8348,60605,3,68950,12.669366449330903
phléibeartaigh,baile,3,8348,3,3.046110816121159,2.046110816121159,3,8345,0,60605,8348,60605,3,68950,12.669366449330903
chnocaigh,baile,3,8348,3,3.046110816121159,2.046110816121159,3,8345,0,60605,8348,60605,3,68950,12.669366449330903
throcail,baile,3,8348,3,3.046110816121159,2.046110816121159,3,8345,0,60605,8348,60605,3,68950,12.669366449330903
chamhaicigh,baile,3,8348,3,3.046110816121159,2.046110816121159,3,8345,0,60605,8348,60605,3,68950,12.669366449330903
ling,baile,3,8348,3,3.046110816121159,2.046110816121159,3,8345,0,60605,8348,60605,3,68950,12.669366449330903
phiocáis,baile,3,8348,3,3.046110816121159,2.046110816121159,3,8345,0,60605,8348,60605,3,68950,12.669366449330903
bhlainséir,baile,3,8348,3,3.046110816121159,2.046110816121159,3,8345,0,60605,8348,60605,3,68950,12.669366449330903
bhrúsaigh,baile,3,8348,3,3.046110816121159,2.046110816121159,3,8345,0,60605,8348,60605,3,68950,12.669366449330903
aighleartaigh,baile,3,8348,3,3.046110816121159,2.046110816121159,3,8345,0,60605,8348,60605,3,68950,12.669366449330903
phrompail,baile,3,8348,3,3.046110816121159,2.046110816121159,3,8345,0,60605,8348,60605,3,68950,12.669366449330903
dáithín,baile,3,8348,3,3.046110816121159,2.046110816121159,3,8345,0,60605,8348,60605,3,68950,12.669366449330903
adac,baile,3,8348,3,3.046110816121159,2.046110816121159,3,8345,0,60605,8348,60605,3,68950,12.669366449330903
staplóg,baile,3,8348,3,3.046110816121159,2.046110816121159,3,8345,0,60605,8348,60605,3,68950,12.669366449330903
bhuadain,baile,3,8348,3,3.046110816121159,2.046110816121159,3,8345,0,60605,8348,60605,3,68950,12.669366449330903
aicéadaigh,baile,3,8348,3,3.046110816121159,2.046110816121159,3,8345,0,60605,8348,60605,3,68950,12.669366449330903
gcaladh,baile,3,8348,3,3.046110816121159,2.046110816121159,3,8345,0,60605,8348,60605,3,68950,12.669366449330903
tuaighe,baile,3,8348,3,3.046110816121159,2.046110816121159,3,8345,0,60605,8348,60605,3,68950,12.669366449330903
mhóirín,baile,3,8348,3,3.046110816121159,2.046110816121159,3,8345,0,60605,8348,60605,3,68950,12.669366449330903
bhallúin,baile,3,8348,3,3.046110816121159,2.046110816121159,3,8345,0,60605,8348,60605,3,68950,12.669366449330903
daighean,baile,3,8348,3,3.046110816121159,2.046110816121159,3,8345,0,60605,8348,60605,3,68950,12.669366449330903
chrúis,baile,3,8348,3,3.046110816121159,2.046110816121159,3,8345,0,60605,8348,60605,3,68950,12.669366449330903
ghéill,baile,3,8348,3,3.046110816121159,2.046110816121159,3,8345,0,60605,8348,60605,3,68950,12.669366449330903
nairiún,baile,3,8348,3,3.046110816121159,2.046110816121159,3,8345,0,60605,8348,60605,3,68950,12.669366449330903
cnocáin,baile,3,8348,3,3.046110816121159,2.046110816121159,3,8345,0,60605,8348,60605,3,68950,12.669366449330903
hagaird,baile,3,8348,3,3.046110816121159,2.046110816121159,3,8345,0,60605,8348,60605,3,68950,12.669366449330903
eidicín,baile,3,8348,3,3.046110816121159,2.046110816121159,3,8345,0,60605,8348,60605,3,68950,12.669366449330903
chorbait,baile,3,8348,3,3.046110816121159,2.046110816121159,3,8345,0,60605,8348,60605,3,68950,12.669366449330903
dodaigh,baile,3,8348,3,3.046110816121159,2.046110816121159,3,8345,0,60605,8348,60605,3,68950,12.669366449330903
bhlainséirbaile,baile,3,8348,3,3.046110816121159,2.046110816121159,3,8345,0,60605,8348,60605,3,68950,12.669366449330903
ciaróg,baile,3,8348,3,3.046110816121159,2.046110816121159,3,8345,0,60605,8348,60605,3,68950,12.669366449330903
halbhaí,baile,3,8348,3,3.046110816121159,2.046110816121159,3,8345,0,60605,8348,60605,3,68950,12.669366449330903
amoraoin,baile,3,8348,3,3.046110816121159,2.046110816121159,3,8345,0,60605,8348,60605,3,68950,12.669366449330903
conaola,baile,3,8348,3,3.046110816121159,2.046110816121159,3,8345,0,60605,8348,60605,3,68950,12.669366449330903
chearda,baile,3,8348,3,3.046110816121159,2.046110816121159,3,8345,0,60605,8348,60605,3,68950,12.669366449330903
bhiataigh,baile,3,8348,3,3.046110816121159,2.046110816121159,3,8345,0,60605,8348,60605,3,68950,12.669366449330903
fheintéaraigh,baile,3,8348,3,3.046110816121159,2.046110816121159,3,8345,0,60605,8348,60605,3,68950,12.669366449330903
sheanáin,átha,2,437,6,5.71687373105924,4.71687373105924,2,435,4,68512,437,68516,6,68947,12.666560046625165
buí,cuilleann,2,7,364,5.758176139024694,4.758176139024694,2,5,362,68584,7,68946,364,68589,12.66392430674697
buí,áthán,2,7,364,5.758176139024694,4.758176139024694,2,5,362,68584,7,68946,364,68589,12.66392430674697
buí,balla,2,7,364,5.758176139024694,4.758176139024694,2,5,362,68584,7,68946,364,68589,12.66392430674697
dhónaill,ceapaigh,2,42,54,5.926120776338767,4.926120776338767,2,40,52,68859,42,68911,54,68899,12.662803358083869
mhaoláin,tulaigh,3,318,32,4.345405246717796,3.345405246717796,3,315,29,68606,318,68635,32,68921,12.656406666791213
ghleann,lóiste,2,25,92,5.905907555449257,4.905907555449257,2,23,90,68838,25,68928,92,68861,12.642929339878874
chorráin,alt,2,43,53,5.919140492015698,4.919140492015698,2,41,51,68859,43,68910,53,68900,12.642915762902204
dorcha,bun,3,291,35,4.3441298421489005,3.3441298421489005,3,288,32,68630,291,68662,35,68918,12.63040041680442
toirc,inis,3,355,29,4.328631992482534,3.328631992482534,3,352,26,68572,355,68598,29,68924,12.615402483139093
dubh,ráth,26,1086,763,1.1134177847831948,0.11341778478319475,26,1060,737,67130,1086,67867,763,68190,12.613672433450706
dhomhnaigh,droim,3,1146,10,4.173968778357883,3.1739687783578834,3,1143,7,67800,1146,67807,10,68943,12.607367024220334
cholaim,droim,3,1146,10,4.173968778357883,3.1739687783578834,3,1143,7,67800,1146,67807,10,68943,12.607367024220334
brád,droim,3,1146,10,4.173968778357883,3.1739687783578834,3,1143,7,67800,1146,67807,10,68943,12.607367024220334
cró,droim,3,1146,10,4.173968778357883,3.1739687783578834,3,1143,7,67800,1146,67807,10,68943,12.607367024220334
litean,droim,2,1146,3,5.325971871802934,4.325971871802934,2,1144,1,67806,1146,67807,3,68950,12.606400982518387
thorcáin,droim,2,1146,3,5.325971871802934,4.325971871802934,2,1144,1,67806,1146,67807,3,68950,12.606400982518387
luíne,droim,2,1146,3,5.325971871802934,4.325971871802934,2,1144,1,67806,1146,67807,3,68950,12.606400982518387
sorn,droim,2,1146,3,5.325971871802934,4.325971871802934,2,1144,1,67806,1146,67807,3,68950,12.606400982518387
síl,droim,2,1146,3,5.325971871802934,4.325971871802934,2,1144,1,67806,1146,67807,3,68950,12.606400982518387
lias,droim,2,1146,3,5.325971871802934,4.325971871802934,2,1144,1,67806,1146,67807,3,68950,12.606400982518387
tharsna,droim,2,1146,3,5.325971871802934,4.325971871802934,2,1144,1,67806,1146,67807,3,68950,12.606400982518387
ochtaí,droim,2,1146,3,5.325971871802934,4.325971871802934,2,1144,1,67806,1146,67807,3,68950,12.606400982518387
eadar,droim,2,1146,3,5.325971871802934,4.325971871802934,2,1144,1,67806,1146,67807,3,68950,12.606400982518387
mianáin,droim,2,1146,3,5.325971871802934,4.325971871802934,2,1144,1,67806,1146,67807,3,68950,12.606400982518387
asail,droim,2,1146,3,5.325971871802934,4.325971871802934,2,1144,1,67806,1146,67807,3,68950,12.606400982518387
raithin,maigh,4,363,65,3.5471321502567896,2.5471321502567896,4,359,61,68529,363,68590,65,68888,12.602014834358714
uaitéir,baile,8,8348,17,1.9586479748708203,0.9586479748708203,8,8340,9,60596,8348,60605,17,68936,12.601976157213008
leacach,chorr,2,131,18,5.869977698301232,4.869977698301232,2,129,16,68806,131,68822,18,68935,12.596541389926092
dhubháin,doire,4,876,28,3.491183719622217,2.491183719622217,4,872,24,68053,876,68077,28,68925,12.589097076395065
charbaid,tulaigh,2,318,8,5.760442745996639,4.760442745996639,2,316,6,68629,318,68635,8,68945,12.586825170283658
giúise,garrán,2,223,11,5.812994182723393,4.812994182723393,2,221,9,68721,223,68730,11,68942,12.580692247998222
gcapall,log,3,133,76,4.355078253057376,3.3550782530573757,3,130,73,68747,133,68820,76,68877,12.576003118399747
deirg,béal,3,479,22,4.2949747376286735,3.2949747376286735,3,476,19,68455,479,68474,22,68931,12.573344867309238
tseanbhaile,cnoc,5,2293,20,2.9103050617002015,1.9103050617002015,5,2288,15,66645,2293,66660,20,68933,12.56532117109596
leice,gort,6,923,70,2.6788183474114104,1.6788183474114104,6,917,64,67966,923,68030,70,68883,12.564627085170422
mór,cheapaigh,4,11,2525,3.3118264101171784,2.3118264101171784,4,7,2521,66421,11,68942,2525,66428,12.564486536582113
chalraí,gleann,2,755,4,5.5129928670685535,4.5129928670685535,2,753,2,68196,755,68198,4,68949,12.561841927805869
dairte,gleann,2,755,4,5.5129928670685535,4.5129928670685535,2,753,2,68196,755,68198,4,68949,12.561841927805869
éada,gleann,2,755,4,5.5129928670685535,4.5129928670685535,2,753,2,68196,755,68198,4,68949,12.561841927805869
rua,chlais,4,35,694,3.5052508317577673,2.5052508317577673,4,31,690,68228,35,68918,694,68259,12.559456835945674
chorráin,cnoc,8,2293,53,2.182384607137002,1.1823846071370019,8,2285,45,66615,2293,66660,53,68900,12.538155365297156
lisín,log,2,133,18,5.848118264337492,4.848118264337492,2,131,16,68804,133,68820,18,68935,12.536400371853754
fhíona,port,2,189,13,5.810643558918829,4.810643558918829,2,187,11,68753,189,68764,13,68940,12.516267385611371
gearr,teanach,2,48,49,5.87365335644463,4.87365335644463,2,46,47,68858,48,68905,49,68904,12.515202581089078
ráithín,cúl,4,886,28,3.474807890668372,2.474807890668372,4,882,24,68043,886,68067,28,68925,12.5051360242043
aodha,cluain,11,1448,148,1.823458067206137,0.8234580672061369,11,1437,137,67368,1448,67505,148,68805,12.504289998978203
sióg,cnoc,4,2293,12,3.325342560979045,2.325342560979045,4,2289,8,66652,2293,66660,12,68941,12.499146931394254
rí,móinéar,2,22,109,5.845709757866771,4.845709757866771,2,20,107,68824,22,68931,109,68844,12.49433782052288
cluana,currach,3,298,35,4.309836664595023,3.3098366645950232,3,295,32,68623,298,68655,35,68918,12.49357420453348
daibhche,gort,4,923,27,3.4682513614717516,2.4682513614717516,4,919,23,68007,923,68030,27,68926,12.490781371390907
choite,áth,2,381,7,5.6923235917300685,4.6923235917300685,2,379,5,68567,381,68572,7,68946,12.483329119493295
abhann,droichead,3,444,24,4.2789098349308885,3.2789098349308885,3,441,21,68488,444,68509,24,68929,12.476886161648792
bhealaigh,baile,23,8348,89,1.0939393412117748,0.09393934121177483,23,8325,66,60539,8348,60605,89,68864,12.469131472179928
rua,mullach,10,258,694,1.945234688166842,0.9452346881668421,10,248,684,68011,258,68695,694,68259,12.457191033471094
liatháin,uí,6,2137,32,2.5969170093423397,1.5969170093423397,6,2131,26,66790,2137,66816,32,68921,12.452521053830727
ngiúróg,loch,3,1826,7,4.016462229960325,3.016462229960325,3,1823,4,67123,1826,67127,7,68946,12.446239857424331
gcreagán,loch,3,1826,7,4.016462229960325,3.016462229960325,3,1823,4,67123,1826,67127,7,68946,12.446239857424331
chaolaigh,loch,3,1826,7,4.016462229960325,3.016462229960325,3,1823,4,67123,1826,67127,7,68946,12.446239857424331
shruthán,loch,3,1826,7,4.016462229960325,3.016462229960325,3,1823,4,67123,1826,67127,7,68946,12.446239857424331
laighean,cluain,4,1448,18,3.403554812755477,2.403554812755477,4,1444,14,67491,1448,67505,18,68935,12.44003215545411
diarmada,clais,2,93,26,5.833727172031872,4.833727172031872,2,91,24,68836,93,68860,26,68927,12.439142836161407
mbó,áth,3,381,28,4.277286092451225,3.2772860924512246,3,378,25,68547,381,68572,28,68925,12.420768058963958
chú,choill,2,258,10,5.740170350970378,4.740170350970378,2,256,8,68687,258,68695,10,68943,12.419839356028337
radhairc,cnocán,2,332,8,5.69828626993407,4.69828626993407,2,330,6,68615,332,68621,8,68945,12.416406302397554
mhuilinn,áth,7,381,235,2.430516489280277,1.430516489280277,7,374,228,68344,381,68572,235,68718,12.40962753634799
nóg,oileán,2,786,4,5.4549401990223885,4.4549401990223885,2,784,2,68165,786,68167,4,68949,12.40249511311006
gcánóg,oileán,2,786,4,5.4549401990223885,4.4549401990223885,2,784,2,68165,786,68167,4,68949,12.40249511311006
sac,oileán,2,786,4,5.4549401990223885,4.4549401990223885,2,784,2,68165,786,68167,4,68949,12.40249511311006
imill,oileán,2,786,4,5.4549401990223885,4.4549401990223885,2,784,2,68165,786,68167,4,68949,12.40249511311006
caol,trian,2,55,44,5.832534369119037,4.832534369119037,2,53,42,68856,55,68898,44,68909,12.401716998985794
mhaigh,abhainn,3,519,21,4.246380050865509,3.2463800508655094,3,516,18,68416,519,68434,21,68932,12.39847892228592
lomáin,tulach,2,94,26,5.818297131462265,4.818297131462265,2,92,24,68835,94,68859,26,68927,12.396594679949853
thoir,uisce,4,23,1115,3.426935750416315,2.426935750416315,4,19,1111,67819,23,68930,1115,67838,12.37438296901242
iarthach,barr,3,246,43,4.289508941960813,3.289508941960813,3,243,40,68667,246,68707,43,68910,12.373041259415977
iarainn,tom,2,46,53,5.821843290660782,4.821843290660782,2,44,51,68856,46,68907,53,68900,12.371337866031922
brón,coillidh,2,79,31,5.815348642717017,4.815348642717017,2,77,29,68845,79,68874,31,68922,12.371298483144635
íseal,toileán,3,220,48,4.291965987756335,3.2919659877563348,3,217,45,68688,220,68733,48,68905,12.366071785146419
liag,átha,4,437,56,3.4944813097227923,2.4944813097227923,4,433,52,68464,437,68516,56,68897,12.362211100966821
mhaoile,rinn,2,236,11,5.731251033281857,4.731251033281857,2,234,9,68708,236,68717,11,68942,12.356463435482056
lárach,rinn,2,236,11,5.731251033281857,4.731251033281857,2,234,9,68708,236,68717,11,68942,12.356463435482056
gcolm,poll,2,394,7,5.6439189597670145,4.6439189597670145,2,392,5,68554,394,68559,7,68946,12.350671448904913
mhullach,gleann,3,755,15,4.191064772181191,3.191064772181191,3,752,12,68186,755,68198,15,68938,12.349724774851158
mór,ros,28,371,2525,1.043337574191276,0.04333757419127604,28,343,2497,66085,371,68582,2525,66428,12.345180640501322
duine,oileán,4,786,32,3.454940199022388,2.454940199022388,4,782,28,68139,786,68167,32,68921,12.339553111333615
mór,tor,10,74,2525,1.8837327580128878,0.8837327580128878,10,64,2515,66364,74,68879,2525,66428,12.327902526136073
graí,doire,5,876,50,2.976610546792459,1.9766105467924588,5,871,45,68032,876,68077,50,68903,12.322638479460586
ghallaigh,currach,2,298,9,5.6842321793765205,4.6842321793765205,2,296,7,68648,298,68655,9,68944,12.31526406558388
leachta,crois,2,126,20,5.774117682893716,4.774117682893716,2,124,18,68809,126,68827,20,68933,12.312940720030706
mhóinteáin,páirc,2,599,5,5.524985413604847,4.524985413604847,2,597,3,68351,599,68354,5,68948,12.312363017343024
rós,páirc,2,599,5,5.524985413604847,4.524985413604847,2,597,3,68351,599,68354,5,68948,12.312363017343024
loistreáin,cathair,2,341,8,5.6596977722568225,4.6596977722568225,2,339,6,68606,341,68612,8,68945,12.310671049856765
tua,cnoc,3,2293,6,3.910305061700201,2.910305061700201,3,2290,3,66657,2293,66660,6,68947,12.310078337290538
mhaoldomhnaigh,cnoc,3,2293,6,3.910305061700201,2.910305061700201,3,2290,3,66657,2293,66660,6,68947,12.310078337290538
craoibhe,mín,3,180,59,4.283792056310635,3.2837920563106353,3,177,56,68717,180,68773,59,68894,12.309135028189019
rua,sliabh,11,309,694,1.8225024394356564,0.8225024394356564,11,298,683,67961,309,68644,694,68259,12.308483325514738
máirtín,drom,2,342,8,5.655473186395096,4.655473186395096,2,340,6,68605,342,68611,8,68945,12.299098482835376
cara,drom,2,342,8,5.655473186395096,4.655473186395096,2,340,6,68605,342,68611,8,68945,12.299098482835376
bearnach,caisleán,2,480,6,5.58147260495132,4.58147260495132,2,478,4,68469,480,68473,6,68947,12.295348476879745
ghrásaigh,caisleán,2,480,6,5.58147260495132,4.58147260495132,2,478,4,68469,480,68473,6,68947,12.295348476879745
uidhilín,caisleán,2,480,6,5.58147260495132,4.58147260495132,2,478,4,68469,480,68473,6,68947,12.295348476879745
chluana,corr,3,503,22,4.224441993559327,3.224441993559327,3,500,19,68431,503,68450,22,68931,12.292430368007315
tsiáin,caisleán,3,480,23,4.22783565033662,3.22783565033662,3,477,20,68453,480,68473,23,68930,12.288979441313085
fhiontain,coill,3,896,13,4.150493561803455,3.1504935618034553,3,893,10,68047,896,68057,13,68940,12.28479684898843
thamhnach,ráth,3,1086,11,4.114048195560493,3.1140481955604926,3,1083,8,67859,1086,67867,11,68942,12.276072115197277
bheathach,ráth,3,1086,11,4.114048195560493,3.1140481955604926,3,1083,8,67859,1086,67867,11,68942,12.276072115197277
easa,baile,18,8348,63,1.2387558940635557,0.23875589406355568,18,8330,45,60560,8348,60605,63,68890,12.257521150620057
ard,uachtar,3,32,341,4.2446602729779785,3.2446602729779785,3,29,338,68583,32,68921,341,68612,12.25494300773223
easa,glaise,2,40,63,5.774117682893716,4.774117682893716,2,38,61,68852,40,68913,63,68890,12.242364456191353
mhoilt,carraig,2,819,4,5.395606059639986,4.395606059639986,2,817,2,68132,819,68134,4,68949,12.23971747043282
céibhe,carraig,2,819,4,5.395606059639986,4.395606059639986,2,817,2,68132,819,68134,4,68949,12.23971747043282
banríona,carraig,2,819,4,5.395606059639986,4.395606059639986,2,817,2,68132,819,68134,4,68949,12.23971747043282
tseoighigh,carraig,2,819,4,5.395606059639986,4.395606059639986,2,817,2,68132,819,68134,4,68949,12.23971747043282
ruáin,poll,4,394,63,3.473993958324702,2.473993958324702,4,390,59,68500,394,68559,63,68890,12.233580852426226
hinse,port,3,189,57,4.263155763616337,3.2631557636163366,3,186,54,68710,189,68764,57,68896,12.230298660196643
mór,bheitheach,5,19,2525,2.845258610198252,1.8452586101982522,5,14,2520,66414,19,68934,2525,66428,12.223346864487612
buaile,tom,2,46,55,5.768404031699323,4.768404031699323,2,44,53,68854,46,68907,55,68898,12.22291390541978
sionnach,coillte,2,65,39,5.765555669390292,4.765555669390292,2,63,37,68851,65,68888,39,68914,12.21966216030193
leachta,srath,2,129,20,5.740170350970378,4.740170350970378,2,127,18,68806,129,68824,20,68933,12.219642027993089
bharraigh,baile,16,8348,53,1.3181903615579604,0.31819036155796043,16,8332,37,60568,8348,60605,53,68900,12.20678349289662
niocóil,garrán,2,223,12,5.687463300639534,4.687463300639534,2,221,10,68720,223,68730,12,68941,12.204709653176316
droim,maí,2,18,145,5.723491609823748,4.723491609823748,2,16,143,68792,18,68935,145,68808,12.193929661211664
heorna,meall,2,69,37,5.755347878873876,4.755347878873876,2,67,35,68849,69,68884,37,68916,12.193874084970593
déan,barr,2,246,11,5.6713795773044575,4.6713795773044575,2,244,9,68698,246,68707,11,68942,12.19239148585141
lios,bá,2,80,32,5.751397606393633,4.751397606393633,2,78,30,68843,80,68873,32,68921,12.192240310005904
sneachta,sliabh,2,309,9,5.631937671934308,4.631937671934308,2,307,7,68637,309,68644,9,68944,12.172036352341634
thiar,uisce,4,23,1146,3.387372416467077,2.387372416467077,4,19,1142,67788,23,68930,1146,67807,12.171979474426486
huamha,droim,4,1146,23,3.387372416467077,2.387372416467077,4,1142,19,67788,1146,67807,23,68930,12.171979474426486
caoch,tobar,3,514,22,4.1932320341709755,3.1932320341709755,3,511,19,68420,514,68439,22,68931,12.168355352164397
maol,cluain,7,1448,65,2.358466923226939,1.3584669232269388,7,1441,58,67447,1448,67505,65,68888,12.153540362070045
cua,inis,2,355,8,5.60165048688895,4.60165048688895,2,353,6,68592,355,68598,8,68945,12.151714328841276
cara,inis,2,355,8,5.60165048688895,4.60165048688895,2,353,6,68592,355,68598,8,68945,12.151714328841276
